year,nzsioc,nzsioc_descriptor,variable,units,magnitude,source,data_value
2017,KK112,Financial asset investing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5851.62
2018,KK112,Financial asset investing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.7
2018,KK112,Financial asset investing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3703.56
2019,KK112,Financial asset investing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.67
2019,KK112,Financial asset investing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3671.92
2020,KK112,Financial asset investing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.21
2020,KK112,Financial asset investing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3212.68
2021,KK112,Financial asset investing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.93
2021,KK112,Financial asset investing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2930.58
2022,KK112,Financial asset investing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.97
2022,KK112,Financial asset investing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2971.7
2007,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.21
2007,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,214.56
2008,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.25
2008,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,252.48
2009,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.28
2009,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,284.78
2010,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.28
2010,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,277.43
2011,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.32
2011,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,319.08
2012,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.37
2012,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,368.29
2013,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.32
2013,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,315.72
2014,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.22
2014,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,221.5
2015,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2015,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,233.69
2016,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.25
2016,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,248.32
2017,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.17
2017,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,173.27
2018,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.17
2018,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,174.78
2019,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.3
2019,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,301.27
2020,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.2
2020,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,200
2021,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.17
2021,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,165.88
2022,KK121,Life insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.17
2022,KK121,Life insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,169.61
2007,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.35
2007,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2346.96
2008,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.47
2008,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2470.65
2009,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.26
2009,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2261.88
2010,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.28
2010,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2283.57
2011,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.39
2011,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2394.78
2012,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.71
2012,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2712.35
2013,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4.05
2013,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4053.97
2014,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4.58
2014,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4577.2
2015,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.05
2015,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5054.68
2016,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.67
2016,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5670.9
2017,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.17
2017,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5170.07
2018,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.8
2018,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2798.76
2019,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.04
2019,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3042.27
2020,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.4
2020,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2397.37
2021,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.96
2021,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2964.54
2022,KK122,Health and general insurance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.15
2022,KK122,Health and general insurance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3149.55
2007,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,9.95
2007,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,9946.83
2008,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,9.63
2008,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,9627.47
2009,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,9.09
2009,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,9091.25
2010,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,9.97
2010,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,9974.9
2011,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,9.08
2011,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,9077.78
2012,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,8.35
2012,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,8345.03
2013,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.73
2013,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,7728.58
2014,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.56
2014,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,7564.05
2015,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,8.42
2015,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,8416.81
2016,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,9.74
2016,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,9737.22
2017,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,8.23
2017,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,8228.04
2018,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.54
2018,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,7543.83
2019,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,8.39
2019,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,8393.33
2020,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.35
2020,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,7345.52
2021,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,8.09
2021,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,8094.98
2022,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.95
2022,KK131,Auxiliary finance and insurance services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,7945.83
2007,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,48.54
2007,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,48536.41
2008,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,55.73
2008,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,55732.61
2009,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,45.96
2009,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,45957.54
2010,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,40.62
2010,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,40619.7
2011,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,38.53
2011,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,38531.44
2012,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,37.47
2012,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,37469.03
2013,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,38.84
2013,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,38844.73
2014,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,40.36
2014,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,40356.48
2015,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,38.23
2015,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,38227.98
2016,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,38.15
2016,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,38152.83
2017,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,40.71
2017,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,40711.34
2018,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,39.73
2018,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,39733.98
2019,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,39.7
2019,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,39695.16
2020,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,33.1
2020,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,33098.3
2021,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,30.3
2021,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,30300.6
2022,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,28.58
2022,LL111,Rental and hiring services (except real estate),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,28575.7
2007,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.94
2007,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,941.78
2008,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.94
2008,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,943.45
2009,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.01
2009,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1010.33
2010,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.26
2010,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1264.45
2011,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.34
2011,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1338.86
2012,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.35
2012,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1345.94
2013,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.2
2013,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1200.86
2014,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.17
2014,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1173.5
2015,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.33
2015,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1328.93
2016,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.35
2016,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1348.46
2017,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.48
2017,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1478.38
2018,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.63
2018,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1634.27
2019,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.1
2019,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2102.54
2020,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.69
2020,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1685.32
2021,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.47
2021,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1470.96
2022,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.49
2022,LL112,Non-financial asset leasing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1486.52
2007,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.17
2007,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,170.64
2008,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.2
2008,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,204.37
2009,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2009,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,232.84
2010,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2010,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,226.27
2011,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.26
2011,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,256.33
2012,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.3
2012,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,302.05
2013,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.29
2013,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,287.79
2014,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.22
2014,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,218.35
2015,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.24
2015,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,235.89
2016,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.26
2016,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,255.51
2017,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.19
2017,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,192.3
2018,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.17
2018,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,174.37
2019,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.31
2019,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,312.49
2020,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.22
2020,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,222.09
2021,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.19
2021,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,192.64
2022,LL121,Residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.21
2022,LL121,Residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,206.4
2007,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.7
2007,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,6702.27
2008,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.84
2008,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,7840.66
2009,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.62
2009,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,7624.36
2010,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.99
2010,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,6985.14
2011,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.47
2011,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,6469.23
2012,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.1
2012,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,7099.25
2013,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.4
2013,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,6402.47
2014,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.23
2014,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,6227.75
2015,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.35
2015,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,6346.17
2016,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.03
2016,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,6028.23
2017,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.4
